# Radio PRO 2021.1.0
# © 2015-2021 by crosstales LLC (https://www.crosstales.com)
#
# List of all radio stations from 'RadioProviderUser'
# Created: 16.01.2021
# Name;Url;DataFormat;AudioFormat;Station (optional);Genres (optional);Bitrate (in kbit/s, optional);Rating (0-5, optional);Description (optional);ExcludeCodec (optional);ChunkSize (in KB, optional);BufferSize (in KB, optional);IconUrl (optional);City (optional);Country (optional);Language (optional)
rockshandy;http://stream.dar.fm/152931;Stream;MP3;laut.fm/rockshandy;dance & electronic, new wave, pop, rock, synthiepop, classic rock, electropop;128;3.0;RockShandy. Mehr als nur ein Drink...Hier gibt es überwiegend Musik aus den 80ern, aber auch hin und wieder aus anderen Jahrzehnten.Viel Spaß beim hören!;None;16;64;https://assets.laut.fm/ae0ae54f4a092c158512299bcbcda2dd;;;
my105 The Battle;http://stream.dar.fm/111726;Stream;MP3;http://www.my105.ch;music, hip hop;128;3.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/kqsh9peqndqm.jpg;Zürich;CH;German
flavor81;http://stream.dar.fm/106797;Stream;MP3;http://flavor81.com;hip hop, r&b and urban;320;3.0;;None;16;64;https://d2iw5las1rjvep.cloudfront.net/rfm/uploads/blogo/300/300_1535167341.jpg;Florence;US;English
funkyfresh;http://stream.dar.fm/138519;Stream;MP3;laut.fm/funkyfresh;hip-hop, funk, soul, r&b, rap;128;3.0;HipHop, Funk & Soul at it´s best 70s - 2000s with DJ ALEX FUNK.;None;16;64;https://assets.laut.fm/aee6b47911a37b8314c09786f77dccf8;;;
Reggae Classics;http://stream.dar.fm/141227;Stream;MP3;https://jamminvibezonline.com;reggae roots caribbean;128;3.0;Jammin Vibez Classics is an online internet music station that plays the best Reggae & Lover's Rock classics worldwide.;None;16;64;https://reliastream.com/player/JamminVibezRadio/tmp/images/default.png;;;
24-7 Reggae;http://stream.dar.fm/121923;Stream;MP3;http://www.24-7nicheradio.com;reggae roots;128;3.0;;None;16;64;https://static-media.streema.com/media/cache/74/04/740497d5029801475fad0469f8d9b1b1.jpg;;;
Roots London;http://stream.dar.fm/36225;Stream;MP3;http://rootslondon.com;urban music;128;3.0;;None;16;64;https://rootslondon.com/images/RootsLondonLogo.png;;;
Stream;http://stream.dar.fm/150955;Stream;MP3;http://choice-urban-radio.com;dancehall & hip hop;128;3.0;;None;16;64;https://global-radio-player.com/wp-content/uploads/2018/01/Choice-Urban-Radio-s.jpg;;;
Kinky Radio - state of mind;http://stream.dar.fm/130729;Stream;MP3;http://kinkyradio.net;electronic;128;3.0;;None;16;64;https://ws.shoutcast.com/images/contacts/0/0e72/0e72e772-76b1-4c26-b92a-903468c18dab/radios/794c8fae-ca02-44df-9582-94193e5ee31a/794c8fae-ca02-44df-9582-94193e5ee31a.png;;;
Reggae Connection;http://stream.dar.fm/57074;Stream;MP3;http://www.reggaeconnection.c.la/;music, world europe, reggae;128;3.0;Reggae Connection, la radio qui dévoile le reggae sous toutes ses formes !;None;16;64;https://us0-cdn.onlineradiobox.com/img/logo/2/14162.v1.png;Fontaine - l Eveque;BE;French
RockNet Radio;http://stream.dar.fm/23522;Stream;MP3;http://rocknetradio.ml;classic rock, hard rock, rock, prog rock;192;3.0;Radio from Caracas;None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/23522.jpg;Caracas;VE;Spanish
happyfmparty;http://stream.dar.fm/156689;Stream;MP3;laut.fm/happyfmparty;party;128;3.0;Happy • enjoy your Music.;None;16;64;https://assets.laut.fm/3b8a5b6abb32321e70643f5b90e3c644;;;
24-7 Romance;http://stream.dar.fm/38363;Stream;MP3;http://www.24-7nicheradio.com;soft rock;128;3.0;;None;16;64;https://static-media.streema.com/media/cache/80/d9/80d967e41277b4209fe78e59cebbf479.jpg;;;
24-7 Motown;http://stream.dar.fm/118735;Stream;MP3;http://www.24-7nicheradio.com;soul;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s191799q.png;;;
jazzdings;http://stream.dar.fm/158850;Stream;MP3;laut.fm/jazzdings;jazz, blues;128;3.0;Jazzdings ist der Sender für Musikliebhaber, die den Jazz bewusst zu erleben wünschen. .;None;16;64;https://assets.laut.fm/96e7ac69630730b61ec67663933dafde;;;
Radio Viborg;http://stream.dar.fm/28574;Stream;MP3;http://www.radioviborg.dk;top40;192;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s10055q.png;Viborg;DK;Dutch
sydrosfm;http://stream.dar.fm/138923;Stream;MP3;laut.fm/sydrosfm;charts, pop, dubstep, rap, trap, dance & electronic;128;3.0;Wir sind ein 24/7 Radiosender was die neusten Hits für euch spielt sowie am Samstag und Sonntag immer Live für euch da ist. .;None;16;64;https://assets.laut.fm/7c4691e54684cf7127dd379c51cf6f7e;;;
delta+ - BBB;http://stream.dar.fm/142340;Stream;MP3;https://www.deltaradio.de/streams/delta-radio-buzz-beat-boutique;various;192;3.0;;None;16;64;https://static-media.streema.com/media/cache/85/ed/85edfd9ef07fcd2f620f83056b587b84.jpg;;;
deluxefm;http://stream.dar.fm/150575;Stream;MP3;laut.fm/deluxefm;pop, charts, party;128;3.0;Dein Radio mit Flair Alle Hits aus der Zukunft :D.;None;16;64;https://assets.laut.fm/a066807d1f07c9d8062100aeb98d6c93;;;
Kronehit Interactive;http://stream.dar.fm/22078;Stream;MP3;www.kronehit.at;pop;128;3.0;Da wir die große Flut an Musikwünschen auf KRONEHIT kaum noch erfüllen können, gibt es ab sofort für alle KRONEHIT-facebook-Fans WhatsApp-User ein eigenes Digitalradio: KRONEHIT Interactive - You say, we play. Dein Post ist unsere Playlist!;None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/22078.jpg;;;
Real Dance Radio;http://stream.dar.fm/84281;Stream;MP3;https://www.realdanceradio.net;dance edm top 40 90s house;128;3.0;A UK Internet Dance & EDM Radio Station broadcasting today's best Dance & EDM & worldwide DJ's;None;16;64;https://www.liveradio.ie/files/images/297105/resized/180x172c/rdr_logo_big.jpg;;GB;English
Radio Bellissima;http://stream.dar.fm/22087;Stream;MP3;http://radiobellissima.it;top 40;128;3.0;The music of your life....;None;16;64;https://radiobellissima.it/logo300x300.png;Toronto;CA;Italian
Merge 104.8;http://stream.dar.fm/102962;Stream;MP3;http://radiomerge.fm;top 40, 90s, 80s, pop;96;3.0;we'll take you on a musical journey to the freshest beats in town.;None;16;64;https://cdn-radiotime-logos.tunein.com/s139430g.png;;;
legendmusic;http://stream.dar.fm/139392;Stream;MP3;laut.fm/legendmusic;various;128;3.0;Hey, dies ist mein kleiner Radio Sender. Ich hoffe euch gefällt meine Musik. Die Musikrichtung  ändere ich zwischen durch immer mal wieder. Ihr könnt auch gerne mal auf meinem Radio Teamspeak Server vorbei schauen und auch dort meinen Sender hören.  .;None;16;64;https://assets.laut.fm/5a663e4de6611d6beef91c283cae26b3;;;
MIG;http://stream.dar.fm/21085;Stream;MP3;(null);pop;192;3.0;M.i.G Geraardsbergen 104.9 FM is a Top 40 radio channel from Geraardsbergen, Belgium.;None;16;64;https://www.radiomig.be/images/st_tyneo/logo.png;;;
radioah;http://stream.dar.fm/160548;Stream;MP3;laut.fm/radioah;rock,pop,klassik,electro;128;3.0;Hier werden verschiedene Talks so wie Musik gespielt.;None;16;64;http://assets.laut.fm/4b31e84b2f609ff3c763475292655bef;;;
gradio;http://stream.dar.fm/140012;Stream;MP3;laut.fm/gradio;rap, charts, hip-hop;128;3.0;;None;16;64;https://assets.laut.fm/802ac6be60307f2fcc22d01064888e42;;;
GrooveWave - Love Soul;http://stream.dar.fm/76336;Stream;MP3;http://groovewave.com;neo soul, soul;128;3.0;;None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/76336.jpg;;;
Beachbooster Radio;http://stream.dar.fm/84429;Stream;MP3;http://www.beachbooster.com;classic rock;128;3.0;;None;16;64;https://www.liveonlineradio.net/wp-content/uploads/2015/09/Beach-BOOSTER-Radio.jpg;;;
Sky Blue Radio;http://stream.dar.fm/152250;Stream;MP3;http://www.skyblueradio.com;music, adult contemporary;128;3.0;;None;16;64;https://skyblueradio.com/wp-content/uploads/2016/04/radioio-crop1.jpg;Denver;US;English
superclub-radio;http://stream.dar.fm/159062;Stream;MP3;laut.fm/superclub-radio;dance;128;3.0;70/80/90  and more.;None;16;64;https://assets.laut.fm/d1a8c63ef6c9f861b2c5554e7e06185f;;;
Kiss 80;http://stream.dar.fm/38540;Stream;MP3;http://localhost/;classic rock;192;3.0;The Colorful Radio Internet OnlyRock, Soft Classic Rock, Pop,California Music, Soul, Blues, Country, Reggae, Jazz,Bossa-Nova and more...;None;16;64;https://cdn-radiotime-logos.tunein.com/s139646q.png;;;
fanbase;http://stream.dar.fm/139773;Stream;MP3;laut.fm/fanbase;80s, dance & electronic, alternative, indie, pop, new wave, electro;128;3.0;Best of the Eighties.;None;16;64;https://assets.laut.fm/6c963bbc846d6353b133155797f14fae;;;
ckradio;http://stream.dar.fm/159811;Stream;MP3;laut.fm/ckradio;80s, 90s, 2000er, jazz;128;3.0;Hallo und herzlich willkommen aus dem wohl kleinsten Studio der Welt!  Verbringen Sie mit mir die Abendstunden zusammen mit guter Musik und Themen, die die Welt gerade bewegen.;None;16;64;https://assets.laut.fm/dd9afcf544fe987c81d476ada37e51f0;;;
Cafe 80s FM;http://stream.dar.fm/147571;Stream;MP3;www.cafe80s.de;80s;128;3.0;;None;16;64;https://static.radio.net/images/broadcasts/2d/fe/5155/c175.png;Stuggart;DE;German
Radio Energy Classic;http://stream.dar.fm/147968;Stream;MP3;https://www.radioenergy.org;pop;192;3.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/95uvr26dgp8e.png;;;
gray;http://stream.dar.fm/140424;Stream;MP3;laut.fm/gray;hits, charts;128;3.0;GrayFM ist dein Radio für Unterwegs! Wir bieten dir die besten, neusten und aktuellsten Hits. Licht aus, Radio an!;None;16;64;https://assets.laut.fm/6482b9cdab4e652ef619f41bd5ff102b;;;
Charlys-Funradio;http://stream.dar.fm/147613;Stream;MP3;http://charlys-funradio.de;top 40;192;3.0;;None;16;64;https://static.radio.net/images/broadcasts/c3/1d/41073/1/c175.png;Leimen;DE;German
Kronehit Event;http://stream.dar.fm/108919;Stream;MP3;http://www.kronehit.at/alles-ueber-kronehit/kronehit-empfangen/summer/;various;128;3.0;Ab sofort hörst du in unserem Digitalradio die lässigsten Sommerhits rund um die Uhr! KRONEHIT Summer begleitet dich beim Partymachen und Chillen mit den heißesten Hits unter der Sonne!;None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/108919.jpg;;;
90er-revival;http://stream.dar.fm/139185;Stream;MP3;laut.fm/90er-revival;90s, dance & electronic, techno;128;3.0;Der Sound der 90er!;None;16;64;https://assets.laut.fm/341822ecda9a29add0a8f1a32f65cc61;;;
Wohooo Networks Radio;http://stream.dar.fm/150412;Stream;MP3;http://www.wohooo.net;edm;128;3.0;;None;16;64;https://wohooo.net/images/woho_logo.png?crc=52897201;;US;English
backstagepass;http://stream.dar.fm/160955;Stream;MP3;laut.fm/backstagepass;pop, rock, blues, soul, funk, jazz;128;3.0;Backstage Pass is a Radiostation for all VIPs, Groupies and Roadies. All Music Genres.;None;16;64;http://assets.laut.fm/0a7319d69db0dca4ed1d90d08c35999e;;;
Radio Anything;http://stream.dar.fm/159718;Stream;MP3;radioanything.stream.laut.fm:8080/radio_anything;rock;128;3.0;The world of different music.;None;16;64;https://assets.laut.fm/9664ad683d9ab95a006fb36f94d69eb5;;;
radio500;http://stream.dar.fm/161003;Stream;MP3;laut.fm/radio500;pop,music,90er,00er,10er,charts,hits;128;3.0;RADIO 500 spielt mehr Musik für mehr Abwechslung live aus Bremerhaven. Stündlich aktuelle Nachrichten mit Deutschland-Wetter und dazu die größten Hits der 90er bis heute perfekt gemixt. Das ist echte Abwechslung.;None;16;64;http://assets.laut.fm/962b7cf76d1dd00f91041dee4016f922;;;
WGRT;http://stream.dar.fm/128770;Stream;MP3;http://wgrt.com;adult hits;128;3.0;;None;16;64;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGN81xiYTcG5IPXL5lPAxrdzdgL8jxYtYyx7jXawTT2UcejMqN4A;Port Huron;US;English
koradio;http://stream.dar.fm/152814;Stream;MP3;laut.fm/koradio;r&b, soul, pop, rock, oldies, classic rock, hip-hop;128;3.0;Hier läuft tagsüber aktueller Pop, Rock und R&B mit den Top Hits der letzten Jahre. Ab dem Abend werden Pop und Rock Klassiker gespielt. Ausserdem werden noch unbekannte deutsche Musiker vorgestellt.Bei Fragen und Infos schreibt an: info(ät)koradio.de.;None;16;64;https://assets.laut.fm/67798369d6a28a7825ac490aeb6fe42a;;;
radiobeat;http://stream.dar.fm/153153;Stream;MP3;laut.fm/radiobeat;charts, mix, national, international;128;3.0;Hier gibt es die aktuellen Charts, aber auch nationale und internationale Songs sind dabei.;None;16;64;https://assets.laut.fm/666667b570db75679224a84a084284a1;;;
HITRADIO CENTER;http://stream.dar.fm/17451;Stream;MP3;http://www.radiocenter.si;top 40, pop;128;3.0;Slovenia radio;None;16;64;https://cdn-profiles.tunein.com/s9916/images/logoq.jpg;;SI;Other
Live from Luxembourg;http://stream.dar.fm/70056;Stream;MP3;http://www.tinyurl.com/stickyams;other;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s155095q.png;;;
islandfm;http://stream.dar.fm/138832;Stream;MP3;laut.fm/islandfm;various;128;3.0;IslandFM ist ein neuartiges Webradio, welches von dem Server-Netzwerk NewIslandCity.net unterstützt wird.;None;16;64;https://assets.laut.fm/224ac9bd03b07241874f613725f694b7;;;
NME 1;http://stream.dar.fm/16866;Stream;MP3;NME.COM;indie;128;3.0;The best underground bands, essential news, reviews and intimate access to the world�s biggest rock stars.;None;16;64;https://i.imgur.com/GoNNmJ5.png;London;GB;English
Ultimate Radio;http://stream.dar.fm/152544;Stream;MP3;ultimateradio.co.uk;various;192;3.0;;None;16;64;https://cdn-profiles.tunein.com/s242188/images/logoq.jpg?t=1;;;
Best Net Radio - 80s and 90s Mix;http://stream.dar.fm/147472;Stream;MP3;http://;top 40,indie pop,80s,90s;128;3.0;;None;16;64;https://mytuner.global.ssl.fastly.net/media/tvos_radios/hmslbmfcac68.png;;;
ADR 213 Country Corner;http://stream.dar.fm/147276;Stream;MP3;http://alldigitalradio.com;country, hot country hits, country, honky tonk, rockabilly;128;3.0;;None;16;64;https://i3.radionomy.com/radios/200/08e7de90-213b-44bf-a31b-ab5360c49494.jpg;Chicago;US;English
TurboDJ Country Radio;http://stream.dar.fm/94052;Stream;MP3;http://www.turbodj.com;country;128;3.0;;None;16;64;https://www.turbodj.com/images/turbocountrylogo.jpg;;US;English
beethoven-one;http://stream.dar.fm/159128;Stream;MP3;laut.fm/beethoven-one;klassik;128;3.0;Die Musik Ludwig van Beethovens vereint Menschen auf der ganzen Welt. Wir möchten mit dem Projekt Beethoven One die unterschiedlichsten Menschen über die Musik Beethovens zusammenführen und einen Dialog der unterschiedlichsten Kulturen ermöglichen.;None;16;64;https://assets.laut.fm/6c2c5f57edfafbaaa279c0a7e343a23c;;;
best-of-klassik;http://stream.dar.fm/153081;Stream;MP3;laut.fm/best-of-klassik;klassik;128;3.0;;None;16;64;https://assets.laut.fm/9564071e270e0a534cccababf9a7bb40;;;
Classic FM;http://stream.dar.fm/11932;Stream;MP3;http://www.classicfm.com/classicfm;classical;128;3.0;;None;16;64;https://covers.eg-ad.fr/classicfm-600x600.png;Paris;FR;French
Calm Radio Symphony;http://stream.dar.fm/40639;Stream;MP3;https://calmradio.com;music, classical;128;3.0;A symphony is an extended musical composition in Western classical music, scored almost always for orchestra. A symphony usually contains at least one movement or episode composed according to the sonata principle. Many symphonies are tonal works in four movements with the first in sonata form, whic;None;16;64;https://cdn-profiles.tunein.com/s132814/images/logog.jpg;Toronto;CA;English
CALM RADIO - JAZZ VOCALISTS - Sampler;http://stream.dar.fm/87435;Stream;MP3;http://calmradio.com;jazz, smooth jazz;128;3.0;;None;16;64;https://i3.radionomy.com/radios/400/6d6bbc74-50cc-44f8-a4d0-48261efd906c.jpg;Toronto;CA;English
country-fm24;http://stream.dar.fm/139640;Stream;MP3;laut.fm/country-fm24;country;128;3.0;Listen to the greatest country music hits of today and the 'Country Hits - Most Wanted' .;None;16;64;https://assets.laut.fm/3d0e8bed7460f6365b7906e839e8f876;;;
radio-4u;http://stream.dar.fm/139355;Stream;MP3;laut.fm/radio-4u;charts, pop, top 100;128;3.0;Radio 4U ist dein Online Radio! Von den aktuellen Charts bis zu Nachrichten ist alles dabei! Radio 4U ist dein Jugendradio!;None;16;64;https://assets.laut.fm/0ce60d62c9cc8d3e298e16561c4cf344;;;
swiftradio;http://stream.dar.fm/138579;Stream;MP3;laut.fm/swiftradio;various;128;3.0;SwiftRadio × 24/7 Twitter × https://SwiftRadio_DE Teamspeak³ × SwiftRadio.de.;None;16;64;https://assets.laut.fm/00071a312969d7b300486c270ccab8ae;;;
maxxelectro82;http://stream.dar.fm/141135;Stream;MP3;laut.fm/maxxelectro82;techno, minimalny, psychodeliczny, trans;128;3.0;Najlepsza nuta.;None;16;64;https://assets.laut.fm/737f590b8005d395d7c5697f9685505d;;;
voltingurban;http://stream.dar.fm/159465;Stream;MP3;laut.fm/voltingurban;rap, r&b, hip-hop, hits;128;3.0;La plus grande playlist rap et rnb en non stop.;None;16;64;https://assets.laut.fm/6de813de11c868e64ba60368244f94f3;;;
FLOW 103 - #1 FOR HIP HOP AND R&B - www.flow103.com;http://stream.dar.fm/14818;Stream;MP3;http://flow103.com;hip hop;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s55413q.png;;;
Bannyradio2004;http://stream.dar.fm/120265;Stream;MP3;http://www.Bannyradio.com;misc, 70s, 80s, techno, classic rock;128;3.0;;None;16;64;https://bannyradio.com/internetradio/lc-css/img/logo.jpg;;;
roundfm;http://stream.dar.fm/159798;Stream;MP3;laut.fm/roundfm;pop, charts;128;3.0;;None;16;64;https://assets.laut.fm/9e3e1b8fdddd02ff949a21b3c54b651f;;;
derkimihd;http://stream.dar.fm/159663;Stream;MP3;laut.fm/derkimihd;pop, charts, hip-hop;128;3.0;Willkommen bei HyFM! Wir freuen uns, dass du diese Seite gefunden hast und hoffen auch, das du dieses Radio aktiv hören wirst.;None;16;64;https://assets.laut.fm/60bdfc884ddd660ad191462755963f3d;;;
RPR1.Oldies;http://stream.dar.fm/129104;Stream;MP3;http://www.rpr1.de;oldies;128;3.0;Oldies but Goldies das ist der Slogan für diese Playlist.Die wilden 50'er, 60'er und 70‘er Jahre.;None;16;64;https://cdn.rpr1.de/sites/default/files/thumbnails/image/Oldies_agg_300x300.jpg;;;
WXVU - Villanova University Radio;http://stream.dar.fm/100720;Stream;MP3;http://wxvu.villanova.edu;college university;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s24085q.png;;;
Love Radio 93.9;http://stream.dar.fm/41427;Stream;MP3;http://smoothjazzflorida.com;smooth jazz, easy listening, jazz, top 40;128;3.0;Love Smooth Jazz - 24/7 Smooth with the Accent on Love Songs filled in with the Best Love Songs of the past 30 years.;None;16;64;https://nebula.wsimg.com/34f03671defa46fb84782488274fbc4b?AccessKeyId=6C424F2D904B65D01D9E&disposition=0&alloworigin=1;;;
Radio America Latina - Devices;http://stream.dar.fm/30076;Stream;MP3;http://www.radioamericalatina.com;latin;128;3.0;R�dio America Latina Sao Paulo SP Brazil;None;16;64;https://static.radio.net/images/broadcasts/4f/6a/14838/c175.png;;;
Suri-Lite Online Radio;http://stream.dar.fm/101727;Stream;MP3;http://www.surilite.com;party mix;128;3.0;Wij zijn een 100% Surinaamse internet radio station, live vanuit paramaribo. Wij draaien een top 40 concept;None;16;64;https://cdn-radiotime-logos.tunein.com/s142167t.png;;;
Crucial Velocity Radio;http://stream.dar.fm/44014;Stream;MP3;http://crucialvelocity.ca;heavy metal hard rock thrash hardcore;192;3.0;The Best Hard Rock and Heavy Metal from Yesterday and Today!;None;16;64;https://crucialvelocity.ca/CrucialVelocityLogo.jpg;Milverton;CA;English
GotRadio - The Mix;http://stream.dar.fm/20718;Stream;MP3;http://www.gotradio.com;adult contemporary;128;3.0;The best blend of adult pop hits from the past 3 decades;None;16;64;https://static.radio.net/images/broadcasts/d8/ac/17958/c300.png;Sacramento;US;English
Nova FM | Newport's Best Music Mix;http://stream.dar.fm/72942;Stream;MP3;https://novafm.co.uk;music, community, adult contemporary;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s157009q.png;;;
KWMY;http://stream.dar.fm/32895;Stream;MP3;http://www.classichitsmy1059.com/;classic hits;128;3.0;;None;16;64;https://cdn-radiotime-logos.tunein.com/s47581q.png;;;
MIXCARTEL;http://stream.dar.fm/55061;Stream;MP3;http://www.mixcartel.com;music, world europe;128;3.0;(En) Skysong is an urban radio offers several exits song. Rap through the Rn'b Pop etc ...(Fr) SkySong  est une radio urbaine qui propose plusieurs sortes de chansons . De Rap en passant par le Rn'b Pop etc...;None;16;64;https://static.radio.net/images/broadcasts/ad/6b/23564/1/c175.png;;;
Radio Galere en MP3;http://stream.dar.fm/27017;Stream;MP3;www.radiogalere.org;libre;160;3.0;;None;16;64;https://www.radiogalere.org/sites/default/files/darkelegance_logo.png;;;
Etrad Alex Mix;http://stream.dar.fm/95003;Stream;MP3;www.darte.net;blues rock;128;3.0;;None;16;64;https://nebula.wsimg.com/4e52afbdfd3834fe84286bcfac1d4d09?AccessKeyId=4BFC0B397A2554750078&disposition=0&alloworigin=1;;;
RadioSIracusaWeb;http://stream.dar.fm/153525;Stream;MP3;http://www.shoutcast.com;70s, 80s, 90s;320;3.0;;None;16;64;https://i3.radionomy.com/radios/200/51226c0f-16cf-4e83-b86c-6b9b91ad207a.png;;;
100070er;http://stream.dar.fm/138811;Stream;MP3;laut.fm/100070er;70s, oldies, pop, soul, rock;128;3.0;Der Sound unserer Jugend.;None;16;64;https://assets.laut.fm/64bb89d838cc5fc3ade86f06d2a5e90f;;;
Natural Mystic Radio;http://stream.dar.fm/90369;Stream;MP3;http://naturalmysticradio.com;music, world carribbean;128;3.0;;None;16;64;https://cdn-profiles.tunein.com/s221931/images/logoq.png?t=152303;;US;English
ROCKERZ ISLANDZ;http://stream.dar.fm/93254;Stream;MP3;http://www.rockerzislandz.com;reggae;128;3.0;Strictly Gold & Hits – Radio.Reggae, Lovers Rock, Dancehall & Soca;None;16;64;https://static.radio.net/images/broadcasts/30/c3/34087/c175.png;;FR;English
PDAradio Stream;http://stream.dar.fm/158670;Stream;MP3;http://siniykub.ru/;j-fusion and rock;128;3.0;We welcome everyone to our online radio Blue K_UB - in the mecca of fans of rattling strings and rustling saxophones! If you like rock, you cant live without jazz, and you are ready to listen to one and the other endlessly, welcome. Our broadcasts never stop. We plunge headlong into the world of real music.;None;16;64;https://cdn-profiles.tunein.com/s260869/images/bannerx.jpg?t=636777898610000000;;;
planet more music radio;http://stream.dar.fm/19396;Stream;MP3;https://www.planetradio.de;music, pop, dance;128;3.0;;None;16;64;https://resource.planetradio.de/digital/imda/planet/logos/simulcast/planet_600x600.png;;;
SUNSET CITY;http://stream.dar.fm/152886;Stream;MP3;sunsetcity.us;various;128;3.0;;None;16;64;https://assets.laut.fm/ed7f05181f1c334e649c78e045aae2f6;;;
djskl;http://stream.dar.fm/138829;Stream;MP3;laut.fm/djskl;dj,edm,livemix,liveedit,liveshow,dance & electronic,hip-hop,pop,charts;128;3.0;Wir sind ein Deutsches Web & Teamspeak3 Radio, seit 2016. Powered by @BeroHosts.;None;16;64;https://assets.laut.fm/00b28624f78f26f8844c705bcfd8abad;;;
Radio Europa2;http://stream.dar.fm/36681;Stream;MP3;https://www.europa2.sk/novinky/akcie-a-eventy/16757-dance-exxtravaganza-live-2;dance;128;3.0;Europa 2 Dance Exxtravaganza Bratislava Slovak Republic;None;16;64;https://static-media.streema.com/media/cache/a0/8e/a08e60a6119b9c664670a0403846ecde.jpg;;;
Kronehit UK Charts;http://stream.dar.fm/124146;Stream;MP3;www.kronehit.at;pop;128;3.0;Die KRONEHIT UK Charts– die 30 heißesten Tracks von der Insel im Countdown!Präsentiert von KRONEHIT Charts-Moderator Christian Mederitsch.;None;16;64;https://mobzilla.vo.llnwd.net/o2/MobzillaRadio/400x400/124146.jpg;;;
Music 89.2 - Athens;http://stream.dar.fm/143761;Stream;MP3;http://www.music892.gr/;music, world mediterranean;128;3.0;;None;16;64;https://greeksradios.com/sites/default/files/radio/logos/logo-music-89.2.png;;;
Radio VIVA;http://stream.dar.fm/33966;Stream;MP3;www.radioviva.sk;pop;128;3.0;94.9 FM, 101.FM;None;16;64;https://d1i6vahw24eb07.cloudfront.net/s25192q.png;;;
rockworld;http://stream.dar.fm/156288;Stream;MP3;laut.fm/rockworld;rock, rock'n'roll, alternative;128;3.0;Hallo auf Rockworld wo nur die beste Rockmusik kommt. Dabei wünsche ich allen viel Spaß. Über Anregungen und Feedback würde ich mich sehr freuen.;None;16;64;https://assets.laut.fm/5fa6fec6c445f3fc9f0828b405d1ce48;;;
GotRadio - Alternative;http://stream.dar.fm/20730;Stream;MP3;http://www.gotradio.com;alternative;128;3.0;GotRadio - Alternative - Fast, furious and forever alternative;None;16;64;https://static.radio.net/images/broadcasts/be/34/7947/c175.png;Antelope;US;English
Radio Antenna 3;http://stream.dar.fm/124623;Stream;MP3;http://www.radioantenna3.it;top 40;192;3.0;;None;16;64;https://us0-cdn.onlineradiobox.com/img/logo/7/48547.png;Pesaro, Marche;IT;Italian
Radio 24 Countdown;http://stream.dar.fm/144258;Stream;MP3;http://www.radio24.ch;pop;128;3.0;;None;16;64;https://static.az-cdn.ch/__ip/23RBW9BQeY3F0N74x4WjjZyIpw0/20dce66623ccffe6cfaecbee0aaede6f5be4b23e/remote.adjust.rotate=0&remote.size.w=450&remote.size.h=450&local.crop.h=450&local.crop.w=450&local.crop.x=0&local.crop.y=0&r=2,radio-162x162;Zürich;CH;German
YES! 91,2;http://stream.dar.fm/95443;Stream;MP3;yesradio.gr;top40;192;3.0;;None;16;64;https://static.radio.net/images/broadcasts/53/c9/16994/c175.png;;;
COUNTRY 108 - Your Country Music Station!;http://stream.dar.fm/7606;Stream;MP3;http://www.country108.com;country;128;3.0;Welcome Home to America's Country Music. Today’s biggest Country Music Hits and all time favorite Country Music artist;None;16;64;https://static.radio.net/images/broadcasts/35/a1/7020/1/c300.png;;;
Love80s Liverpool;http://stream.dar.fm/151547;Stream;MP3;http://www.shoutcast.com;music, world europe;128;3.0;;None;16;64;https://us0-cdn.onlineradiobox.com/img/logo/5/40005.v3.png;;;
All Memphis Music;http://stream.dar.fm/7203;Stream;MP3;http://allmemphismusic.com;rock & roll,electric blues,delta blues,contemporary blues,soul;128;3.0;All Memphis Music;None;16;64;https://2.bp.blogspot.com/-uOLD-WDu8UM/UgpQ-R_d2gI/AAAAAAAAA-8/0DCAqC9ho2Q/s1600/+Innerview+Logo.jpg;Memphis;US;English
RADIO ALBATRO;http://stream.dar.fm/53077;Stream;MP3;http://radioalbatro.com;pop;192;3.0;Una radio a 360 gradi. Dalla black music, al deep house londinese, passando per argomenti di protesta, e rock. Una radio originale con programmi originali.Stream http://ample-zeno-15.radiojar.com/x6ss80gxvneuv.aac;None;16;64;https://static-media.streema.com/media/cache/13/c6/13c684a287d0b0add7ee5791d89dd844.jpg;Mellieha;MT;Italian
B4B VINTAGE LEGEND RADIO;http://stream.dar.fm/159274;Stream;MP3;https://www.b4bradio.com/;pop;192;3.0;The best of Pop, Rock, Dance and R&B music from the 80s and 90s.;None;16;64;https://b4bradio.com/flux/vintage-legend-200.jpg;;;
